"claim_id","claim_text","outcome","pathway_id","contrast","rr","rr_low","rr_high","p_value","q_value_core_bh","n_months","family","offset_policy","se_method","provenance","manuscript_role","source_table"
"CVD-01","Coronary heart disease: Mean temperature, per 1 C; count ratio 0.993 (95% CI 0.976-1.010).","chd","P01A","Mean temperature, per 1 C",0.993055071570653,0.976249323608267,1.01015012387133,0.423539192797939,0.726067187653609,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
"CVD-02","Coronary heart disease: Mean maximum temperature, per 1 C; count ratio 0.993 (95% CI 0.979-1.007).","chd","P02A","Mean maximum temperature, per 1 C",0.992937850414184,0.979137817383346,1.0069323820215,0.320946001953216,0.641892003906431,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
"CVD-03","Coronary heart disease: Mean minimum temperature, per 1 C; count ratio 0.994 (95% CI 0.977-1.012).","chd","P02B","Mean minimum temperature, per 1 C",0.994170681340187,0.977067986744829,1.01157274319186,0.509026940897322,0.763540411345983,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
"CVD-04","Coronary heart disease: Hot nights, per 5 days; count ratio 1.022 (95% CI 1.002-1.042).","chd","P04A","Hot nights, per 5 days",1.02182421201542,1.00185374479531,1.04219276085479,0.0320398433085943,0.192239059851566,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
"CVD-05","Coronary heart disease: Cold days, per 5 days; count ratio 0.995 (95% CI 0.949-1.043).","chd","P04B","Cold days, per 5 days",0.994631216608471,0.948784429293951,1.04269339431323,0.823078662594747,0.899729950076576,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
"CVD-06","Coronary heart disease: Very hot days, per 5 days; count ratio 0.999 (95% CI 0.974-1.025).","chd","P04C","Very hot days, per 5 days",0.999390162221515,0.974352343856856,1.02507137447999,0.962414276235873,0.962414276235873,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
"CVD-07","Heart failure: Mean temperature, per 1 C; count ratio 0.974 (95% CI 0.947-1.002).","hf","P01A","Mean temperature, per 1 C",0.974329693816984,0.947383352675751,1.00204246736264,0.0691548229807702,0.207464468942311,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
"CVD-08","Heart failure: Mean maximum temperature, per 1 C; count ratio 0.981 (95% CI 0.958-1.005).","hf","P02A","Mean maximum temperature, per 1 C",0.981133749009481,0.958262964057423,1.0045503891432,0.113483325974114,0.272359982337874,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
"CVD-09","Heart failure: Mean minimum temperature, per 1 C; count ratio 0.973 (95% CI 0.947-1.000).","hf","P02B","Mean minimum temperature, per 1 C",0.973095334250664,0.946867504573631,1.00004966372439,0.0504136413025569,0.201654565210228,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
"CVD-10","Heart failure: Hot nights, per 5 days; count ratio 1.003 (95% CI 0.976-1.031).","hf","P04A","Hot nights, per 5 days",1.0031093510209,0.975920119210477,1.03105607754004,0.824752454236862,0.899729950076576,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
"CVD-11","Heart failure: Cold days, per 5 days; count ratio 1.073 (95% CI 1.006-1.144).","hf","P04B","Cold days, per 5 days",1.07280014928024,1.00645431800469,1.14351952165835,0.0309646706542344,0.192239059851566,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
"CVD-12","Heart failure: Very hot days, per 5 days; count ratio 0.995 (95% CI 0.963-1.028).","hf","P04C","Very hot days, per 5 days",0.995011171062262,0.963033380355518,1.02805079318559,0.76411154706375,0.899729950076576,132,"negative_binomial","days_only","NeweyWest_lag6","HA_APPROVED_AGGREGATE","complete-panel result; not designated primary","outputs/release_chd_hf/tables/table2_core_models.csv"
