"month_id","age_group","sex","stroke_type","n_events","data_status","notes","population","days_in_month","month_date","year","month","expected_days","observed_days","observed_tmin","observed_tmax","tmin_completeness","tmax_completeness","mean_temp","mean_tmin","mean_tmax","relative_humidity","absolute_humidity","rainfall","dew_point","hot_nights","cold_days","very_hot_days","extremely_hot_days","longest_hot_night_run","longest_very_hot_run","longest_cold_run","max_hot_night_spell_touching","max_very_hot_spell_touching","max_cold_spell_touching","days_in_hot_night_spell_ge3","days_in_hot_night_spell_ge5","days_in_very_hot_spell_ge2","days_in_very_hot_spell_ge5","days_in_2d3n_window","month_has_2d3n_window","station","time_index","lag1_mean_temp","lag1_mean_tmin","lag1_mean_tmax","hw_month_mean_temp_ge_p95","cold_month_mean_temp_le_p05","hw_month_has_vhd_spell_ge3","hw_month_has_hn_spell_ge3","hw_p95_threshold_c","cold_p05_threshold_c","exposure_build_notes","NO2","O3","PM25","PM10","data_status_exp","pollution_data_status","covid_phase","chinese_new_year_month","public_holiday_days","flu_indicator","flu_data_status","temp_variability_mean_range","offset_log","age_band65"
"2013-01","35-39","Female","stroke_all",97,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)",330027.945205479,31,"2013-01-01",2013,1,31,31,31,31,1,1,16.7032258064516,14.7774193548387,19.1225806451613,71.0645161290323,10.1906990384081,3.4,11.2935483870968,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"HKO",1,17.8451612903226,15.9483870967742,19.7193548387097,0,0,0,0,29.6816666666667,16.1646774193548,"lag1 from Dec2012+study window; HW-month from study p95/p05 and spell proxies",70.9090909090909,40.5454545454545,48.4545454545455,69.4545454545455,"EPD_GENERAL_STATIONS","EPD_GENERAL_STATIONS","pre_covid",0,1,,"CHP_FLU_EXPRESS_MONTHLY",4.3451612903226,16.1409198167833,"under65"
"2013-01","35-39","Male","stroke_all",84,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)",231773.97260274,31,"2013-01-01",2013,1,31,31,31,31,1,1,16.7032258064516,14.7774193548387,19.1225806451613,71.0645161290323,10.1906990384081,3.4,11.2935483870968,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"HKO",1,17.8451612903226,15.9483870967742,19.7193548387097,0,0,0,0,29.6816666666667,16.1646774193548,"lag1 from Dec2012+study window; HW-month from study p95/p05 and spell proxies",70.9090909090909,40.5454545454545,48.4545454545455,69.4545454545455,"EPD_GENERAL_STATIONS","EPD_GENERAL_STATIONS","pre_covid",0,1,,"CHP_FLU_EXPRESS_MONTHLY",4.3451612903226,15.7875051242151,"under65"
"2013-01","40-44","Female","stroke_all",139,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)",336335.616438356,31,"2013-01-01",2013,1,31,31,31,31,1,1,16.7032258064516,14.7774193548387,19.1225806451613,71.0645161290323,10.1906990384081,3.4,11.2935483870968,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"HKO",1,17.8451612903226,15.9483870967742,19.7193548387097,0,0,0,0,29.6816666666667,16.1646774193548,"lag1 from Dec2012+study window; HW-month from study p95/p05 and spell proxies",70.9090909090909,40.5454545454545,48.4545454545455,69.4545454545455,"EPD_GENERAL_STATIONS","EPD_GENERAL_STATIONS","pre_covid",0,1,,"CHP_FLU_EXPRESS_MONTHLY",4.3451612903226,16.1598520033508,"under65"
"2013-01","40-44","Male","stroke_all",121,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)",240436.712328767,31,"2013-01-01",2013,1,31,31,31,31,1,1,16.7032258064516,14.7774193548387,19.1225806451613,71.0645161290323,10.1906990384081,3.4,11.2935483870968,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"HKO",1,17.8451612903226,15.9483870967742,19.7193548387097,0,0,0,0,29.6816666666667,16.1646774193548,"lag1 from Dec2012+study window; HW-month from study p95/p05 and spell proxies",70.9090909090909,40.5454545454545,48.4545454545455,69.4545454545455,"EPD_GENERAL_STATIONS","EPD_GENERAL_STATIONS","pre_covid",0,1,,"CHP_FLU_EXPRESS_MONTHLY",4.3451612903226,15.8241993879828,"under65"
"2013-01","45-49","Female","stroke_all",203,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)",343503.561643836,31,"2013-01-01",2013,1,31,31,31,31,1,1,16.7032258064516,14.7774193548387,19.1225806451613,71.0645161290323,10.1906990384081,3.4,11.2935483870968,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"HKO",1,17.8451612903226,15.9483870967742,19.7193548387097,0,0,0,0,29.6816666666667,16.1646774193548,"lag1 from Dec2012+study window; HW-month from study p95/p05 and spell proxies",70.9090909090909,40.5454545454545,48.4545454545455,69.4545454545455,"EPD_GENERAL_STATIONS","EPD_GENERAL_STATIONS","pre_covid",0,1,,"CHP_FLU_EXPRESS_MONTHLY",4.3451612903226,16.1809399637625,"under65"
"2013-01","45-49","Male","stroke_all",200,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)",277758.356164384,31,"2013-01-01",2013,1,31,31,31,31,1,1,16.7032258064516,14.7774193548387,19.1225806451613,71.0645161290323,10.1906990384081,3.4,11.2935483870968,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"HKO",1,17.8451612903226,15.9483870967742,19.7193548387097,0,0,0,0,29.6816666666667,16.1646774193548,"lag1 from Dec2012+study window; HW-month from study p95/p05 and spell proxies",70.9090909090909,40.5454545454545,48.4545454545455,69.4545454545455,"EPD_GENERAL_STATIONS","EPD_GENERAL_STATIONS","pre_covid",0,1,,"CHP_FLU_EXPRESS_MONTHLY",4.3451612903226,15.9684939967348,"under65"
"2013-01","50-54","Female","stroke_all",297,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)",335488.219178082,31,"2013-01-01",2013,1,31,31,31,31,1,1,16.7032258064516,14.7774193548387,19.1225806451613,71.0645161290323,10.1906990384081,3.4,11.2935483870968,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"HKO",1,17.8451612903226,15.9483870967742,19.7193548387097,0,0,0,0,29.6816666666667,16.1646774193548,"lag1 from Dec2012+study window; HW-month from study p95/p05 and spell proxies",70.9090909090909,40.5454545454545,48.4545454545455,69.4545454545455,"EPD_GENERAL_STATIONS","EPD_GENERAL_STATIONS","pre_covid",0,1,,"CHP_FLU_EXPRESS_MONTHLY",4.3451612903226,16.1573293250392,"under65"
"2013-01","50-54","Male","stroke_all",339,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)",312890.410958904,31,"2013-01-01",2013,1,31,31,31,31,1,1,16.7032258064516,14.7774193548387,19.1225806451613,71.0645161290323,10.1906990384081,3.4,11.2935483870968,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"HKO",1,17.8451612903226,15.9483870967742,19.7193548387097,0,0,0,0,29.6816666666667,16.1646774193548,"lag1 from Dec2012+study window; HW-month from study p95/p05 and spell proxies",70.9090909090909,40.5454545454545,48.4545454545455,69.4545454545455,"EPD_GENERAL_STATIONS","EPD_GENERAL_STATIONS","pre_covid",0,1,,"CHP_FLU_EXPRESS_MONTHLY",4.3451612903226,16.0875954879675,"under65"
"2013-01","55-59","Female","stroke_all",365,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)",281223.561643836,31,"2013-01-01",2013,1,31,31,31,31,1,1,16.7032258064516,14.7774193548387,19.1225806451613,71.0645161290323,10.1906990384081,3.4,11.2935483870968,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"HKO",1,17.8451612903226,15.9483870967742,19.7193548387097,0,0,0,0,29.6816666666667,16.1646774193548,"lag1 from Dec2012+study window; HW-month from study p95/p05 and spell proxies",70.9090909090909,40.5454545454545,48.4545454545455,69.4545454545455,"EPD_GENERAL_STATIONS","EPD_GENERAL_STATIONS","pre_covid",0,1,,"CHP_FLU_EXPRESS_MONTHLY",4.3451612903226,15.9808924295232,"under65"
"2013-01","55-59","Male","stroke_all",436,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)",274914.794520548,31,"2013-01-01",2013,1,31,31,31,31,1,1,16.7032258064516,14.7774193548387,19.1225806451613,71.0645161290323,10.1906990384081,3.4,11.2935483870968,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"HKO",1,17.8451612903226,15.9483870967742,19.7193548387097,0,0,0,0,29.6816666666667,16.1646774193548,"lag1 from Dec2012+study window; HW-month from study p95/p05 and spell proxies",70.9090909090909,40.5454545454545,48.4545454545455,69.4545454545455,"EPD_GENERAL_STATIONS","EPD_GENERAL_STATIONS","pre_covid",0,1,,"CHP_FLU_EXPRESS_MONTHLY",4.3451612903226,15.958203695017,"under65"
"2013-01","60-64","Female","stroke_all",414,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)",219107.123287671,31,"2013-01-01",2013,1,31,31,31,31,1,1,16.7032258064516,14.7774193548387,19.1225806451613,71.0645161290323,10.1906990384081,3.4,11.2935483870968,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,"HKO",1,17.8451612903226,15.9483870967742,19.7193548387097,0,0,0,0,29.6816666666667,16.1646774193548,"lag1 from Dec2012+study window; HW-month from study p95/p05 and spell proxies",70.9090909090909,40.5454545454545,48.4545454545455,69.4545454545455,"EPD_GENERAL_STATIONS","EPD_GENERAL_STATIONS","pre_covid",0,1,,"CHP_FLU_EXPRESS_MONTHLY",4.3451612903226,15.7313032411225,"under65"
